fecha,ICA,municipio,modelo,tipo,RMSE,MAE,MSE,ICA_real,ICA_7
2025-03-09,58,ALGETE,prophet_30,predicción,16.0,16,256,74,
2025-03-10,56,ALGETE,prophet_30,predicción,14.0,14,196,70,
2025-03-11,51,ALGETE,prophet_30,predicción,16.0,16,256,67,
2025-03-12,45,ALGETE,prophet_30,predicción,13.0,13,169,58,
2025-03-13,57,ALGETE,prophet_30,predicción,14.0,14,196,71,
2025-03-14,59,ALGETE,prophet_30,predicción,22.0,22,484,81,
2025-03-15,53,ALGETE,prophet_30,predicción,19.0,19,361,72,
2025-03-16,52,ALGETE,prophet_30,predicción,21.0,21,441,73,
2025-03-17,55,ALGETE,prophet_30,predicción,2.0,2,4,57,
2025-03-18,41,ALGETE,prophet_30,predicción,25.0,25,625,66,
2025-03-19,48,ALGETE,prophet_30,predicción,34.0,34,1156,82,
2025-03-20,54,ALGETE,prophet_30,predicción,24.0,24,576,78,
2025-03-21,47,ALGETE,prophet_30,predicción,38.0,38,1444,85,
2025-03-22,53,ALGETE,prophet_30,predicción,27.0,27,729,80,
2025-03-23,47,ALGETE,prophet_30,predicción,29.0,29,841,76,
2025-03-24,55,ALGETE,prophet_30,predicción,10.0,10,100,65,
2025-03-25,40,ALGETE,prophet_30,predicción,36.0,36,1296,76,
2025-03-26,48,ALGETE,prophet_30,predicción,29.0,29,841,77,
2025-03-27,46,ALGETE,prophet_30,predicción,38.0,38,1444,84,
2025-03-28,55,ALGETE,prophet_30,predicción,27.0,27,729,82,
2025-03-29,52,ALGETE,prophet_30,predicción,37.0,37,1369,89,
2025-03-30,48,ALGETE,prophet_30,predicción,38.0,38,1444,86,
2025-01-01,128,ARANJUEZ,prophet_30,real,10.0,14,183,128,128.0
2025-01-02,82,ARANJUEZ,prophet_30,real,10.0,5,21,82,82.0
2025-01-03,78,ARANJUEZ,prophet_30,real,10.0,6,41,78,78.0
2025-01-04,42,ARANJUEZ,prophet_30,real,10.0,15,217,42,42.0
2025-01-05,87,ARANJUEZ,prophet_30,real,10.0,15,238,87,87.0
2025-01-06,35,ARANJUEZ,prophet_30,real,10.0,4,16,35,35.0
2025-01-07,31,ARANJUEZ,prophet_30,real,10.0,1,1,31,31.0
2025-01-08,88,ARANJUEZ,prophet_30,real,10.0,0,0,88,88.0
2025-01-09,37,ARANJUEZ,prophet_30,real,10.0,6,36,37,37.0
2025-01-10,29,ARANJUEZ,prophet_30,real,10.0,10,106,29,29.0
2025-01-11,29,ARANJUEZ,prophet_30,real,10.0,9,79,29,29.0
2025-01-12,29,ARANJUEZ,prophet_30,real,10.0,7,54,29,29.0
2025-01-13,79,ARANJUEZ,prophet_30,real,10.0,3,9,79,79.0
2025-01-14,62,ARANJUEZ,prophet_30,real,10.0,7,53,62,62.0
2025-01-15,89,ARANJUEZ,prophet_30,real,10.0,3,6,89,89.0
2025-01-16,82,ARANJUEZ,prophet_30,real,10.0,1,1,82,82.0
2025-01-17,75,ARANJUEZ,prophet_30,real,10.0,4,17,75,75.0
2025-01-18,54,ARANJUEZ,prophet_30,real,10.0,1,2,54,54.0
2025-01-19,77,ARANJUEZ,prophet_30,real,10.0,9,83,77,77.0
2025-01-20,47,ARANJUEZ,prophet_30,real,10.0,2,4,47,47.0
2025-01-21,43,ARANJUEZ,prophet_30,real,10.0,7,52,43,43.0
2025-01-22,33,ARANJUEZ,prophet_30,real,10.0,7,53,33,33.0
2025-01-23,81,ARANJUEZ,prophet_30,real,10.0,7,43,81,81.0
2025-01-24,34,ARANJUEZ,prophet_30,real,10.0,9,86,34,34.0
2025-01-25,29,ARANJUEZ,prophet_30,real,10.0,9,85,29,29.0
2025-01-26,29,ARANJUEZ,prophet_30,real,10.0,7,46,29,29.0
2025-01-27,78,ARANJUEZ,prophet_30,real,10.0,21,445,78,78.0
2025-01-28,51,ARANJUEZ,prophet_30,real,10.0,13,163,51,51.0
2025-01-29,31,ARANJUEZ,prophet_30,real,10.0,3,8,31,31.0
2025-01-30,84,ARANJUEZ,prophet_30,real,10.0,16,263,84,84.0
2025-01-31,82,ARANJUEZ,prophet_30,real,10.0,3,10,82,82.0
2025-02-01,54,ARANJUEZ,prophet_30,real,10.0,8,62,54,54.0
2025-02-02,85,ARANJUEZ,prophet_30,real,10.0,5,22,85,85.0
2025-02-03,77,ARANJUEZ,prophet_30,real,10.0,1,2,77,77.0
2025-02-04,56,ARANJUEZ,prophet_30,real,10.0,7,47,56,56.0
2025-02-05,80,ARANJUEZ,prophet_30,real,10.0,1,2,80,80.0
2025-02-06,76,ARANJUEZ,prophet_30,real,10.0,3,7,76,76.0
2025-02-07,29,ARANJUEZ,prophet_30,real,10.0,14,198,29,29.0
2025-02-08,51,ARANJUEZ,prophet_30,real,10.0,6,32,51,51.0
2025-02-09,93,ARANJUEZ,prophet_30,real,10.0,1,1,93,93.0
2025-02-10,63,ARANJUEZ,prophet_30,real,10.0,3,9,63,63.0
2025-02-11,80,ARANJUEZ,prophet_30,real,10.0,12,137,80,80.0
2025-02-12,34,ARANJUEZ,prophet_30,real,10.0,2,6,34,34.0
2025-02-13,69,ARANJUEZ,prophet_30,real,10.0,1,1,69,69.0
2025-02-14,78,ARANJUEZ,prophet_30,real,10.0,5,30,78,78.0
2025-02-15,54,ARANJUEZ,prophet_30,real,10.0,11,121,54,54.0
2025-02-16,69,ARANJUEZ,prophet_30,real,10.0,11,131,69,69.0
2025-02-17,45,ARANJUEZ,prophet_30,real,10.0,17,275,45,45.0
2025-02-18,77,ARANJUEZ,prophet_30,real,10.0,2,3,77,77.0
2025-02-19,67,ARANJUEZ,prophet_30,real,10.0,0,0,67,67.0
2025-02-20,83,ARANJUEZ,prophet_30,real,10.0,3,8,83,83.0
2025-02-21,77,ARANJUEZ,prophet_30,real,10.0,10,106,77,77.0
2025-02-22,39,ARANJUEZ,prophet_30,real,10.0,12,140,39,39.0
2025-02-23,39,ARANJUEZ,prophet_30,real,10.0,14,192,39,39.0
2025-02-24,42,ARANJUEZ,prophet_30,real,10.0,7,54,42,42.0
2025-02-25,35,ARANJUEZ,prophet_30,real,10.0,0,0,35,35.0
2025-02-26,52,ARANJUEZ,prophet_30,real,10.0,9,86,52,52.0
2025-02-27,45,ARANJUEZ,prophet_30,real,10.0,12,138,45,45.0
2025-02-28,40,ARANJUEZ,prophet_30,real,10.0,2,6,40,40.0
2025-03-01,62,ARANJUEZ,prophet_30,predicción,5.0,5,25,57,58.0
2025-03-02,61,ARANJUEZ,prophet_30,predicción,8.0,8,64,53,62.0
2025-03-03,61,ARANJUEZ,prophet_30,predicción,7.0,7,49,54,58.0
2025-03-04,58,ARANJUEZ,prophet_30,predicción,0.0,0,0,58,60.0
2025-03-05,61,ARANJUEZ,prophet_30,predicción,9.0,9,81,52,58.0
2025-03-06,57,ARANJUEZ,prophet_30,predicción,10.0,10,100,67,55.0
2025-03-07,56,ARANJUEZ,prophet_30,predicción,11.0,11,121,67,62.0
2025-03-08,63,ARANJUEZ,prophet_30,predicción,15.0,15,225,78,
2025-03-09,59,ARANJUEZ,prophet_30,predicción,13.0,13,169,72,
2025-03-10,58,ARANJUEZ,prophet_30,predicción,11.0,11,121,69,
2025-03-11,54,ARANJUEZ,prophet_30,predicción,16.0,16,256,70,
2025-03-12,68,ARANJUEZ,prophet_30,predicción,14.0,14,196,54,
2025-03-13,59,ARANJUEZ,prophet_30,predicción,8.0,8,64,51,
2025-03-14,56,ARANJUEZ,prophet_30,predicción,17.0,17,289,73,
2025-03-15,55,ARANJUEZ,prophet_30,predicción,4.0,4,16,59,
2025-03-16,57,ARANJUEZ,prophet_30,predicción,8.0,8,64,65,
2025-03-17,60,ARANJUEZ,prophet_30,predicción,4.0,4,16,56,
2025-03-18,55,ARANJUEZ,prophet_30,predicción,8.0,8,64,63,
2025-03-19,63,ARANJUEZ,prophet_30,predicción,14.0,14,196,77,
2025-03-20,54,ARANJUEZ,prophet_30,predicción,28.0,28,784,82,
2025-03-21,58,ARANJUEZ,prophet_30,predicción,23.0,23,529,81,
2025-03-22,63,ARANJUEZ,prophet_30,predicción,13.0,13,169,76,
2025-03-23,58,ARANJUEZ,prophet_30,predicción,7.0,7,49,65,
2025-03-24,62,ARANJUEZ,prophet_30,predicción,1.0,1,1,61,
2025-03-25,65,ARANJUEZ,prophet_30,predicción,16.0,16,256,49,
2025-03-26,63,ARANJUEZ,prophet_30,predicción,8.0,8,64,55,
2025-03-27,57,ARANJUEZ,prophet_30,predicción,3.0,3,9,60,
2025-03-28,68,ARANJUEZ,prophet_30,predicción,11.0,11,121,57,
2025-03-29,58,ARANJUEZ,prophet_30,predicción,6.0,6,36,64,
2025-03-30,61,ARANJUEZ,prophet_30,predicción,7.0,7,49,68,
2025-01-01,128,ARGANDA DEL REY,prophet_30,real,10.0,18,342,128,128.0
2025-01-02,82,ARGANDA DEL REY,prophet_30,real,10.0,5,24,82,82.0
2025-01-03,78,ARGANDA DEL REY,prophet_30,real,10.0,1,1,78,78.0
2025-01-04,42,ARGANDA DEL REY,prophet_30,real,10.0,15,211,42,42.0
2025-01-05,87,ARGANDA DEL REY,prophet_30,real,10.0,14,189,87,87.0
2025-01-06,37,ARGANDA DEL REY,prophet_30,real,10.0,2,5,37,37.0
2025-01-07,32,ARGANDA DEL REY,prophet_30,real,10.0,1,0,32,32.0
2025-01-08,86,ARGANDA DEL REY,prophet_30,real,10.0,21,445,86,86.0
2025-01-09,37,ARGANDA DEL REY,prophet_30,real,10.0,3,10,37,37.0
2025-01-10,20,ARGANDA DEL REY,prophet_30,real,10.0,12,145,20,20.0
2025-01-11,31,ARGANDA DEL REY,prophet_30,real,10.0,8,58,31,31.0
2025-01-12,33,ARGANDA DEL REY,prophet_30,real,10.0,3,8,33,33.0
2025-01-13,72,ARGANDA DEL REY,prophet_30,real,10.0,1,1,72,72.0
2025-01-14,35,ARGANDA DEL REY,prophet_30,real,10.0,14,200,35,35.0
2025-01-15,89,ARGANDA DEL REY,prophet_30,real,10.0,0,0,89,89.0
2025-01-16,82,ARGANDA DEL REY,prophet_30,real,10.0,14,205,82,82.0
2025-01-17,50,ARGANDA DEL REY,prophet_30,real,10.0,7,45,50,50.0
2025-01-18,32,ARGANDA DEL REY,prophet_30,real,10.0,15,238,32,32.0
2025-01-19,77,ARGANDA DEL REY,prophet_30,real,10.0,15,222,77,77.0
2025-01-20,49,ARGANDA DEL REY,prophet_30,real,10.0,14,187,49,49.0
2025-01-21,43,ARGANDA DEL REY,prophet_30,real,10.0,7,44,43,43.0
2025-01-22,34,ARGANDA DEL REY,prophet_30,real,10.0,4,19,34,34.0
2025-01-23,81,ARGANDA DEL REY,prophet_30,real,10.0,12,136,81,81.0
2025-01-24,31,ARGANDA DEL REY,prophet_30,real,10.0,10,91,31,31.0
2025-01-25,39,ARGANDA DEL REY,prophet_30,real,10.0,8,69,39,39.0
2025-01-26,28,ARGANDA DEL REY,prophet_30,real,10.0,6,37,28,28.0
2025-01-27,78,ARGANDA DEL REY,prophet_30,real,10.0,25,618,78,78.0
2025-01-28,51,ARGANDA DEL REY,prophet_30,real,10.0,11,123,51,51.0
2025-01-29,30,ARGANDA DEL REY,prophet_30,real,10.0,4,13,30,30.0
2025-01-30,84,ARGANDA DEL REY,prophet_30,real,10.0,20,396,84,84.0
2025-01-31,82,ARGANDA DEL REY,prophet_30,real,10.0,9,86,82,82.0
2025-02-01,47,ARGANDA DEL REY,prophet_30,real,10.0,7,50,47,47.0
2025-02-02,85,ARGANDA DEL REY,prophet_30,real,10.0,19,365,85,85.0
2025-02-03,77,ARGANDA DEL REY,prophet_30,real,10.0,13,173,77,77.0
2025-02-04,67,ARGANDA DEL REY,prophet_30,real,10.0,10,101,67,67.0
2025-02-05,80,ARGANDA DEL REY,prophet_30,real,10.0,5,25,80,80.0
2025-02-06,76,ARGANDA DEL REY,prophet_30,real,10.0,5,26,76,76.0
2025-02-07,80,ARGANDA DEL REY,prophet_30,real,10.0,9,90,80,80.0
2025-02-08,51,ARGANDA DEL REY,prophet_30,real,10.0,0,0,51,51.0
2025-02-09,93,ARGANDA DEL REY,prophet_30,real,10.0,16,248,93,93.0
2025-02-10,63,ARGANDA DEL REY,prophet_30,real,10.0,8,72,63,63.0
2025-02-11,80,ARGANDA DEL REY,prophet_30,real,10.0,5,23,80,80.0
2025-02-12,34,ARGANDA DEL REY,prophet_30,real,10.0,3,11,34,34.0
2025-02-13,69,ARGANDA DEL REY,prophet_30,real,10.0,1,1,69,69.0
2025-02-14,78,ARGANDA DEL REY,prophet_30,real,10.0,1,2,78,78.0
2025-02-15,50,ARGANDA DEL REY,prophet_30,real,10.0,10,96,50,50.0
2025-02-16,69,ARGANDA DEL REY,prophet_30,real,10.0,10,110,69,69.0
2025-02-17,45,ARGANDA DEL REY,prophet_30,real,10.0,17,275,45,45.0
2025-02-18,77,ARGANDA DEL REY,prophet_30,real,10.0,7,46,77,77.0
2025-02-19,47,ARGANDA DEL REY,prophet_30,real,10.0,15,216,47,47.0
2025-02-20,83,ARGANDA DEL REY,prophet_30,real,10.0,4,17,83,83.0
2025-02-21,77,ARGANDA DEL REY,prophet_30,real,10.0,4,16,77,77.0
2025-02-22,39,ARGANDA DEL REY,prophet_30,real,10.0,4,17,39,39.0
2025-02-23,39,ARGANDA DEL REY,prophet_30,real,10.0,6,38,39,39.0
2025-02-24,56,ARGANDA DEL REY,prophet_30,real,10.0,8,57,56,56.0
2025-02-25,32,ARGANDA DEL REY,prophet_30,real,10.0,0,0,32,32.0
2025-02-26,52,ARGANDA DEL REY,prophet_30,real,10.0,7,51,52,52.0
2025-02-27,45,ARGANDA DEL REY,prophet_30,real,10.0,13,159,45,45.0
2025-02-28,40,ARGANDA DEL REY,prophet_30,real,10.0,5,25,40,40.0
2025-03-01,67,ARGANDA DEL REY,prophet_30,predicción,8.0,8,64,59,60.0
2025-03-02,59,ARGANDA DEL REY,prophet_30,predicción,3.0,3,9,62,68.0
2025-03-03,59,ARGANDA DEL REY,prophet_30,predicción,8.0,8,64,51,63.0
2025-03-04,61,ARGANDA DEL REY,prophet_30,predicción,15.0,15,225,46,58.0
2025-03-05,64,ARGANDA DEL REY,prophet_30,predicción,15.0,15,225,49,62.0
2025-03-06,66,ARGANDA DEL REY,prophet_30,predicción,10.0,10,100,56,55.0
2025-03-07,56,ARGANDA DEL REY,prophet_30,predicción,6.0,6,36,62,57.0
2025-03-08,68,ARGANDA DEL REY,prophet_30,predicción,13.0,13,169,81,
2025-03-09,56,ARGANDA DEL REY,prophet_30,predicción,21.0,21,441,77,
2025-03-10,62,ARGANDA DEL REY,prophet_30,predicción,10.0,10,100,72,
2025-03-11,53,ARGANDA DEL REY,prophet_30,predicción,17.0,17,289,70,
2025-03-12,56,ARGANDA DEL REY,prophet_30,predicción,11.0,11,121,67,
2025-03-13,61,ARGANDA DEL REY,prophet_30,predicción,0.0,0,0,61,
2025-03-14,65,ARGANDA DEL REY,prophet_30,predicción,13.0,13,169,78,
2025-03-15,58,ARGANDA DEL REY,prophet_30,predicción,4.0,4,16,62,
2025-03-16,62,ARGANDA DEL REY,prophet_30,predicción,16.0,16,256,78,
2025-03-17,61,ARGANDA DEL REY,prophet_30,predicción,20.0,20,400,41,
2025-03-18,58,ARGANDA DEL REY,prophet_30,predicción,12.0,12,144,70,
2025-03-19,60,ARGANDA DEL REY,prophet_30,predicción,19.0,19,361,79,
2025-03-20,64,ARGANDA DEL REY,prophet_30,predicción,20.0,20,400,84,
2025-03-21,58,ARGANDA DEL REY,prophet_30,predicción,23.0,23,529,81,
2025-03-22,60,ARGANDA DEL REY,prophet_30,predicción,22.0,22,484,82,
2025-03-23,57,ARGANDA DEL REY,prophet_30,predicción,24.0,24,576,81,
2025-03-24,63,ARGANDA DEL REY,prophet_30,predicción,4.0,4,16,67,
2025-03-25,59,ARGANDA DEL REY,prophet_30,predicción,1.0,1,1,58,
2025-03-26,63,ARGANDA DEL REY,prophet_30,predicción,8.0,8,64,71,
2025-03-27,56,ARGANDA DEL REY,prophet_30,predicción,14.0,14,196,70,
2025-03-28,57,ARGANDA DEL REY,prophet_30,predicción,10.0,10,100,67,
2025-03-29,61,ARGANDA DEL REY,prophet_30,predicción,15.0,15,225,76,
2025-03-30,62,ARGANDA DEL REY,prophet_30,predicción,18.0,18,324,80,
2025-01-01,35,"ATAZAR, EL",prophet_30,real,8.0,2,4,35,35.0
2025-01-02,31,"ATAZAR, EL",prophet_30,real,8.0,1,1,31,31.0
2025-01-03,26,"ATAZAR, EL",prophet_30,real,8.0,8,61,26,26.0
2025-01-04,25,"ATAZAR, EL",prophet_30,real,8.0,7,49,25,25.0
2025-01-05,26,"ATAZAR, EL",prophet_30,real,8.0,2,4,26,26.0
2025-01-06,36,"ATAZAR, EL",prophet_30,real,8.0,3,10,36,36.0
2025-01-07,35,"ATAZAR, EL",prophet_30,real,8.0,1,2,35,35.0
2025-01-08,32,"ATAZAR, EL",prophet_30,real,8.0,1,1,32,32.0
2025-01-09,32,"ATAZAR, EL",prophet_30,real,8.0,1,2,32,32.0
2025-01-10,26,"ATAZAR, EL",prophet_30,real,8.0,1,2,26,26.0
2025-01-11,34,"ATAZAR, EL",prophet_30,real,8.0,0,0,34,34.0
2025-01-12,36,"ATAZAR, EL",prophet_30,real,8.0,3,11,36,36.0
2025-01-13,40,"ATAZAR, EL",prophet_30,real,8.0,3,10,40,40.0
2025-01-14,36,"ATAZAR, EL",prophet_30,real,8.0,1,2,36,36.0
2025-01-15,37,"ATAZAR, EL",prophet_30,real,8.0,0,0,37,37.0
2025-01-16,37,"ATAZAR, EL",prophet_30,real,8.0,2,5,37,37.0
2025-01-17,33,"ATAZAR, EL",prophet_30,real,8.0,4,20,33,33.0
2025-01-18,32,"ATAZAR, EL",prophet_30,real,8.0,3,6,32,32.0
2025-01-19,34,"ATAZAR, EL",prophet_30,real,8.0,4,17,34,34.0
2025-01-20,27,"ATAZAR, EL",prophet_30,real,8.0,9,85,27,27.0
2025-01-21,23,"ATAZAR, EL",prophet_30,real,8.0,3,9,23,23.0
2025-01-22,33,"ATAZAR, EL",prophet_30,real,8.0,2,6,33,33.0
2025-01-23,29,"ATAZAR, EL",prophet_30,real,8.0,3,7,29,29.0
2025-01-24,31,"ATAZAR, EL",prophet_30,real,8.0,3,6,31,31.0
2025-01-25,31,"ATAZAR, EL",prophet_30,real,8.0,1,1,31,31.0
2025-01-26,27,"ATAZAR, EL",prophet_30,real,8.0,3,11,27,27.0
2025-01-27,37,"ATAZAR, EL",prophet_30,real,8.0,2,6,37,37.0
2025-01-28,37,"ATAZAR, EL",prophet_30,real,8.0,1,0,37,37.0
2025-01-29,38,"ATAZAR, EL",prophet_30,real,8.0,0,0,38,38.0
2025-01-30,37,"ATAZAR, EL",prophet_30,real,8.0,5,21,37,37.0
2025-01-31,38,"ATAZAR, EL",prophet_30,real,8.0,2,4,38,38.0
2025-02-01,36,"ATAZAR, EL",prophet_30,real,8.0,4,14,36,36.0
2025-02-02,35,"ATAZAR, EL",prophet_30,real,8.0,6,38,35,35.0
2025-02-03,36,"ATAZAR, EL",prophet_30,real,8.0,4,19,36,36.0
2025-02-04,34,"ATAZAR, EL",prophet_30,real,8.0,1,2,34,34.0
2025-02-05,38,"ATAZAR, EL",prophet_30,real,8.0,2,4,38,38.0
2025-02-06,36,"ATAZAR, EL",prophet_30,real,8.0,3,7,36,36.0
2025-02-07,30,"ATAZAR, EL",prophet_30,real,8.0,11,110,30,30.0
2025-02-08,35,"ATAZAR, EL",prophet_30,real,8.0,1,1,35,35.0
2025-02-09,29,"ATAZAR, EL",prophet_30,real,8.0,4,17,29,29.0
2025-02-10,29,"ATAZAR, EL",prophet_30,real,8.0,3,12,29,29.0
2025-02-11,35,"ATAZAR, EL",prophet_30,real,8.0,6,40,35,35.0
2025-02-12,34,"ATAZAR, EL",prophet_30,real,8.0,1,2,34,34.0
2025-02-13,34,"ATAZAR, EL",prophet_30,real,8.0,3,9,34,34.0
2025-02-14,33,"ATAZAR, EL",prophet_30,real,8.0,5,24,33,33.0
2025-02-15,40,"ATAZAR, EL",prophet_30,real,8.0,1,2,40,40.0
2025-02-16,38,"ATAZAR, EL",prophet_30,real,8.0,3,8,38,38.0
2025-02-17,38,"ATAZAR, EL",prophet_30,real,8.0,0,0,38,38.0
2025-02-18,38,"ATAZAR, EL",prophet_30,real,8.0,4,13,38,38.0
2025-02-19,42,"ATAZAR, EL",prophet_30,real,8.0,9,73,42,42.0
2025-02-20,37,"ATAZAR, EL",prophet_30,real,8.0,6,32,37,37.0
2025-02-21,35,"ATAZAR, EL",prophet_30,real,8.0,10,94,35,35.0
2025-02-22,38,"ATAZAR, EL",prophet_30,real,8.0,1,1,38,38.0
2025-02-23,37,"ATAZAR, EL",prophet_30,real,8.0,1,2,37,37.0
2025-02-24,43,"ATAZAR, EL",prophet_30,real,8.0,3,7,43,43.0
2025-02-25,37,"ATAZAR, EL",prophet_30,real,8.0,1,1,37,37.0
2025-02-26,36,"ATAZAR, EL",prophet_30,real,8.0,0,0,36,36.0
2025-02-27,39,"ATAZAR, EL",prophet_30,real,8.0,1,1,39,39.0
2025-02-28,41,"ATAZAR, EL",prophet_30,real,8.0,1,0,41,41.0
2025-03-01,50,"ATAZAR, EL",prophet_30,predicción,24.0,24,576,74,52.0
2025-03-02,48,"ATAZAR, EL",prophet_30,predicción,26.0,26,676,74,47.0
2025-03-03,49,"ATAZAR, EL",prophet_30,predicción,22.0,22,484,71,44.0
2025-03-04,49,"ATAZAR, EL",prophet_30,predicción,25.0,25,625,74,50.0
2025-03-05,47,"ATAZAR, EL",prophet_30,predicción,25.0,25,625,72,48.0
2025-03-06,45,"ATAZAR, EL",prophet_30,predicción,30.0,30,900,75,52.0
2025-03-07,46,"ATAZAR, EL",prophet_30,predicción,23.0,23,529,69,48.0
2025-03-08,49,"ATAZAR, EL",prophet_30,predicción,36.0,36,1296,85,
2025-03-09,46,"ATAZAR, EL",prophet_30,predicción,34.0,34,1156,80,
2025-03-10,52,"ATAZAR, EL",prophet_30,predicción,22.0,22,484,74,
2025-03-11,52,"ATAZAR, EL",prophet_30,predicción,30.0,30,900,82,
2025-03-12,46,"ATAZAR, EL",prophet_30,predicción,31.0,31,961,77,
2025-03-13,52,"ATAZAR, EL",prophet_30,predicción,18.0,18,324,70,
2025-03-14,52,"ATAZAR, EL",prophet_30,predicción,25.0,25,625,77,
2025-03-15,49,"ATAZAR, EL",prophet_30,predicción,30.0,30,900,79,
2025-03-16,46,"ATAZAR, EL",prophet_30,predicción,31.0,31,961,77,
2025-03-17,47,"ATAZAR, EL",prophet_30,predicción,19.0,19,361,66,
2025-03-18,46,"ATAZAR, EL",prophet_30,predicción,27.0,27,729,73,
2025-03-19,45,"ATAZAR, EL",prophet_30,predicción,32.0,32,1024,77,
2025-03-20,49,"ATAZAR, EL",prophet_30,predicción,34.0,34,1156,83,
2025-03-21,44,"ATAZAR, EL",prophet_30,predicción,41.0,41,1681,85,
2025-03-22,47,"ATAZAR, EL",prophet_30,predicción,32.0,32,1024,79,
2025-03-23,46,"ATAZAR, EL",prophet_30,predicción,36.0,36,1296,82,
2025-03-24,49,"ATAZAR, EL",prophet_30,predicción,33.0,33,1089,82,
2025-03-25,48,"ATAZAR, EL",prophet_30,predicción,30.0,30,900,78,
2025-03-26,50,"ATAZAR, EL",prophet_30,predicción,39.0,39,1521,89,
2025-03-27,46,"ATAZAR, EL",prophet_30,predicción,41.0,41,1681,87,
2025-03-28,49,"ATAZAR, EL",prophet_30,predicción,43.0,43,1849,92,
2025-03-29,53,"ATAZAR, EL",prophet_30,predicción,41.0,41,1681,94,
2025-03-30,48,"ATAZAR, EL",prophet_30,predicción,40.0,40,1600,88,
2025-01-01,115,COLLADO VILLALBA,prophet_30,real,10.0,5,21,115,115.0
2025-01-02,79,COLLADO VILLALBA,prophet_30,real,10.0,6,36,79,79.0
2025-01-03,83,COLLADO VILLALBA,prophet_30,real,10.0,1,0,83,83.0
2025-01-04,84,COLLADO VILLALBA,prophet_30,real,10.0,11,111,84,84.0
2025-01-05,78,COLLADO VILLALBA,prophet_30,real,10.0,13,164,78,78.0
2025-01-06,33,COLLADO VILLALBA,prophet_30,real,10.0,11,126,33,33.0
2025-01-07,50,COLLADO VILLALBA,prophet_30,real,10.0,2,3,50,50.0
2025-01-08,29,COLLADO VILLALBA,prophet_30,real,10.0,13,170,29,29.0
2025-01-09,29,COLLADO VILLALBA,prophet_30,real,10.0,5,20,29,29.0
2025-01-10,32,COLLADO VILLALBA,prophet_30,real,10.0,12,143,32,32.0
2025-01-11,31,COLLADO VILLALBA,prophet_30,real,10.0,9,80,31,31.0
2025-01-12,35,COLLADO VILLALBA,prophet_30,real,10.0,1,2,35,35.0
2025-01-13,63,COLLADO VILLALBA,prophet_30,real,10.0,3,7,63,63.0
2025-01-14,88,COLLADO VILLALBA,prophet_30,real,10.0,1,2,88,88.0
2025-01-15,83,COLLADO VILLALBA,prophet_30,real,10.0,5,21,83,83.0
2025-01-16,80,COLLADO VILLALBA,prophet_30,real,10.0,2,3,80,80.0
2025-01-17,77,COLLADO VILLALBA,prophet_30,real,10.0,7,48,77,77.0
2025-01-18,93,COLLADO VILLALBA,prophet_30,real,10.0,9,73,93,93.0
2025-01-19,90,COLLADO VILLALBA,prophet_30,real,10.0,2,6,90,90.0
2025-01-20,87,COLLADO VILLALBA,prophet_30,real,10.0,5,30,87,87.0
2025-01-21,39,COLLADO VILLALBA,prophet_30,real,10.0,8,59,39,39.0
2025-01-22,31,COLLADO VILLALBA,prophet_30,real,10.0,7,54,31,31.0
2025-01-23,57,COLLADO VILLALBA,prophet_30,real,10.0,1,1,57,57.0
2025-01-24,69,COLLADO VILLALBA,prophet_30,real,10.0,4,16,69,69.0
2025-01-25,39,COLLADO VILLALBA,prophet_30,real,10.0,9,85,39,39.0
2025-01-26,45,COLLADO VILLALBA,prophet_30,real,10.0,3,12,45,45.0
2025-01-27,34,COLLADO VILLALBA,prophet_30,real,10.0,3,7,34,34.0
2025-01-28,51,COLLADO VILLALBA,prophet_30,real,10.0,14,200,51,51.0
2025-01-29,31,COLLADO VILLALBA,prophet_30,real,10.0,13,175,31,31.0
2025-01-30,33,COLLADO VILLALBA,prophet_30,real,10.0,10,91,33,33.0
2025-01-31,69,COLLADO VILLALBA,prophet_30,real,10.0,0,0,69,69.0
2025-02-01,69,COLLADO VILLALBA,prophet_30,real,10.0,10,101,69,69.0
2025-02-02,39,COLLADO VILLALBA,prophet_30,real,10.0,10,91,39,39.0
2025-02-03,63,COLLADO VILLALBA,prophet_30,real,10.0,0,0,63,63.0
2025-02-04,78,COLLADO VILLALBA,prophet_30,real,10.0,0,0,78,78.0
2025-02-05,82,COLLADO VILLALBA,prophet_30,real,10.0,6,35,82,82.0
2025-02-06,80,COLLADO VILLALBA,prophet_30,real,10.0,2,6,80,80.0
2025-02-07,82,COLLADO VILLALBA,prophet_30,real,10.0,3,9,82,82.0
2025-02-08,57,COLLADO VILLALBA,prophet_30,real,10.0,2,6,57,57.0
2025-02-09,84,COLLADO VILLALBA,prophet_30,real,10.0,1,1,84,84.0
2025-02-10,76,COLLADO VILLALBA,prophet_30,real,10.0,6,38,76,76.0
2025-02-11,69,COLLADO VILLALBA,prophet_30,real,10.0,0,0,69,69.0
2025-02-12,42,COLLADO VILLALBA,prophet_30,real,10.0,14,182,42,42.0
2025-02-13,76,COLLADO VILLALBA,prophet_30,real,10.0,7,53,76,76.0
2025-02-14,82,COLLADO VILLALBA,prophet_30,real,10.0,4,17,82,82.0
2025-02-15,77,COLLADO VILLALBA,prophet_30,real,10.0,3,8,77,77.0
2025-02-16,79,COLLADO VILLALBA,prophet_30,real,10.0,8,58,79,79.0
