fecha,ICA,municipio,modelo,tipo,RMSE,MAE,MSE,ICA_real,ICA_7
2025-02-17,53,COLLADO VILLALBA,prophet_30,real,10.0,6,35,53,53.0
2025-02-18,77,COLLADO VILLALBA,prophet_30,real,10.0,3,9,77,77.0
2025-02-19,90,COLLADO VILLALBA,prophet_30,real,10.0,7,43,90,90.0
2025-02-20,83,COLLADO VILLALBA,prophet_30,real,10.0,0,0,83,83.0
2025-02-21,75,COLLADO VILLALBA,prophet_30,real,10.0,5,25,75,75.0
2025-02-22,34,COLLADO VILLALBA,prophet_30,real,10.0,15,223,34,34.0
2025-02-23,47,COLLADO VILLALBA,prophet_30,real,10.0,8,59,47,47.0
2025-02-24,62,COLLADO VILLALBA,prophet_30,real,10.0,1,1,62,62.0
2025-02-25,50,COLLADO VILLALBA,prophet_30,real,10.0,4,16,50,50.0
2025-02-26,75,COLLADO VILLALBA,prophet_30,real,10.0,1,2,75,75.0
2025-02-27,75,COLLADO VILLALBA,prophet_30,real,10.0,2,2,75,75.0
2025-02-28,76,COLLADO VILLALBA,prophet_30,real,10.0,4,15,76,76.0
2025-03-01,76,COLLADO VILLALBA,prophet_30,predicción,10.0,10,100,66,88.0
2025-03-02,78,COLLADO VILLALBA,prophet_30,predicción,12.0,12,144,66,72.0
2025-03-03,72,COLLADO VILLALBA,prophet_30,predicción,15.0,15,225,57,92.0
2025-03-04,86,COLLADO VILLALBA,prophet_30,predicción,28.0,28,784,58,81.0
2025-03-05,81,COLLADO VILLALBA,prophet_30,predicción,23.0,23,529,58,79.0
2025-03-06,81,COLLADO VILLALBA,prophet_30,predicción,30.0,30,900,51,85.0
2025-03-07,91,COLLADO VILLALBA,prophet_30,predicción,35.0,35,1225,56,75.0
2025-03-08,77,COLLADO VILLALBA,prophet_30,predicción,5.0,5,25,72,
2025-03-09,87,COLLADO VILLALBA,prophet_30,predicción,15.0,15,225,72,
2025-03-10,91,COLLADO VILLALBA,prophet_30,predicción,31.0,31,961,60,
2025-03-11,76,COLLADO VILLALBA,prophet_30,predicción,12.0,12,144,64,
2025-03-12,85,COLLADO VILLALBA,prophet_30,predicción,33.0,33,1089,52,
2025-03-13,88,COLLADO VILLALBA,prophet_30,predicción,39.0,39,1521,49,
2025-03-14,82,COLLADO VILLALBA,prophet_30,predicción,20.0,20,400,62,
2025-03-15,81,COLLADO VILLALBA,prophet_30,predicción,39.0,39,1521,42,
2025-03-16,82,COLLADO VILLALBA,prophet_30,predicción,25.0,25,625,57,
2025-03-17,74,COLLADO VILLALBA,prophet_30,predicción,28.0,28,784,46,
2025-03-18,81,COLLADO VILLALBA,prophet_30,predicción,27.0,27,729,54,
2025-03-19,91,COLLADO VILLALBA,prophet_30,predicción,28.0,28,784,63,
2025-03-20,80,COLLADO VILLALBA,prophet_30,predicción,7.0,7,49,73,
2025-03-21,81,COLLADO VILLALBA,prophet_30,predicción,4.0,4,16,77,
2025-03-22,84,COLLADO VILLALBA,prophet_30,predicción,13.0,13,169,71,
2025-03-23,82,COLLADO VILLALBA,prophet_30,predicción,7.0,7,49,75,
2025-03-24,77,COLLADO VILLALBA,prophet_30,predicción,14.0,14,196,63,
2025-03-25,79,COLLADO VILLALBA,prophet_30,predicción,16.0,16,256,63,
2025-03-26,91,COLLADO VILLALBA,prophet_30,predicción,36.0,36,1296,55,
2025-03-27,89,COLLADO VILLALBA,prophet_30,predicción,33.0,33,1089,56,
2025-03-28,86,COLLADO VILLALBA,prophet_30,predicción,15.0,15,225,71,
2025-03-29,87,COLLADO VILLALBA,prophet_30,predicción,8.0,8,64,79,
2025-03-30,77,COLLADO VILLALBA,prophet_30,predicción,13.0,13,169,64,
2025-01-01,128,COLMENAR VIEJO,prophet_30,real,10.0,17,274,128,128.0
2025-01-02,82,COLMENAR VIEJO,prophet_30,real,10.0,7,43,82,82.0
2025-01-03,78,COLMENAR VIEJO,prophet_30,real,10.0,7,45,78,78.0
2025-01-04,42,COLMENAR VIEJO,prophet_30,real,10.0,11,117,42,42.0
2025-01-05,87,COLMENAR VIEJO,prophet_30,real,10.0,4,17,87,87.0
2025-01-06,38,COLMENAR VIEJO,prophet_30,real,10.0,8,68,38,38.0
2025-01-07,47,COLMENAR VIEJO,prophet_30,real,10.0,7,52,47,47.0
2025-01-08,86,COLMENAR VIEJO,prophet_30,real,10.0,4,15,86,86.0
2025-01-09,56,COLMENAR VIEJO,prophet_30,real,10.0,2,5,56,56.0
2025-01-10,27,COLMENAR VIEJO,prophet_30,real,10.0,11,116,27,27.0
2025-01-11,37,COLMENAR VIEJO,prophet_30,real,10.0,11,115,37,37.0
2025-01-12,42,COLMENAR VIEJO,prophet_30,real,10.0,1,1,42,42.0
2025-01-13,52,COLMENAR VIEJO,prophet_30,real,10.0,11,113,52,52.0
2025-01-14,45,COLMENAR VIEJO,prophet_30,real,10.0,2,4,45,45.0
2025-01-15,89,COLMENAR VIEJO,prophet_30,real,10.0,3,7,89,89.0
2025-01-16,82,COLMENAR VIEJO,prophet_30,real,10.0,5,25,82,82.0
2025-01-17,50,COLMENAR VIEJO,prophet_30,real,10.0,4,18,50,50.0
2025-01-18,44,COLMENAR VIEJO,prophet_30,real,10.0,10,92,44,44.0
2025-01-19,77,COLMENAR VIEJO,prophet_30,real,10.0,9,81,77,77.0
2025-01-20,54,COLMENAR VIEJO,prophet_30,real,10.0,11,113,54,54.0
2025-01-21,58,COLMENAR VIEJO,prophet_30,real,10.0,3,12,58,58.0
2025-01-22,56,COLMENAR VIEJO,prophet_30,real,10.0,2,2,56,56.0
2025-01-23,81,COLMENAR VIEJO,prophet_30,real,10.0,2,3,81,81.0
2025-01-24,56,COLMENAR VIEJO,prophet_30,real,10.0,1,2,56,56.0
2025-01-25,60,COLMENAR VIEJO,prophet_30,real,10.0,2,5,60,60.0
2025-01-26,54,COLMENAR VIEJO,prophet_30,real,10.0,6,36,54,54.0
2025-01-27,78,COLMENAR VIEJO,prophet_30,real,10.0,4,18,78,78.0
2025-01-28,51,COLMENAR VIEJO,prophet_30,real,10.0,4,18,51,51.0
2025-01-29,56,COLMENAR VIEJO,prophet_30,real,10.0,4,14,56,56.0
2025-01-30,84,COLMENAR VIEJO,prophet_30,real,10.0,12,156,84,84.0
2025-01-31,82,COLMENAR VIEJO,prophet_30,real,10.0,1,0,82,82.0
2025-02-01,47,COLMENAR VIEJO,prophet_30,real,10.0,3,11,47,47.0
2025-02-02,85,COLMENAR VIEJO,prophet_30,real,10.0,17,294,85,85.0
2025-02-03,77,COLMENAR VIEJO,prophet_30,real,10.0,18,314,77,77.0
2025-02-04,37,COLMENAR VIEJO,prophet_30,real,10.0,3,7,37,37.0
2025-02-05,80,COLMENAR VIEJO,prophet_30,real,10.0,5,25,80,80.0
2025-02-06,76,COLMENAR VIEJO,prophet_30,real,10.0,3,7,76,76.0
2025-02-07,62,COLMENAR VIEJO,prophet_30,real,10.0,3,12,62,62.0
2025-02-08,51,COLMENAR VIEJO,prophet_30,real,10.0,7,46,51,51.0
2025-02-09,93,COLMENAR VIEJO,prophet_30,real,10.0,1,0,93,93.0
2025-02-10,63,COLMENAR VIEJO,prophet_30,real,10.0,5,22,63,63.0
2025-02-11,80,COLMENAR VIEJO,prophet_30,real,10.0,2,6,80,80.0
2025-02-12,35,COLMENAR VIEJO,prophet_30,real,10.0,4,18,35,35.0
2025-02-13,69,COLMENAR VIEJO,prophet_30,real,10.0,4,15,69,69.0
2025-02-14,78,COLMENAR VIEJO,prophet_30,real,10.0,1,1,78,78.0
2025-02-15,54,COLMENAR VIEJO,prophet_30,real,10.0,14,205,54,54.0
2025-02-16,69,COLMENAR VIEJO,prophet_30,real,10.0,3,6,69,69.0
2025-02-17,51,COLMENAR VIEJO,prophet_30,real,10.0,16,245,51,51.0
2025-02-18,77,COLMENAR VIEJO,prophet_30,real,10.0,3,12,77,77.0
2025-02-19,53,COLMENAR VIEJO,prophet_30,real,10.0,19,355,53,53.0
2025-02-20,83,COLMENAR VIEJO,prophet_30,real,10.0,2,5,83,83.0
2025-02-21,77,COLMENAR VIEJO,prophet_30,real,10.0,1,1,77,77.0
2025-02-22,39,COLMENAR VIEJO,prophet_30,real,10.0,12,143,39,39.0
2025-02-23,40,COLMENAR VIEJO,prophet_30,real,10.0,11,119,40,40.0
2025-02-24,42,COLMENAR VIEJO,prophet_30,real,10.0,14,191,42,42.0
2025-02-25,53,COLMENAR VIEJO,prophet_30,real,10.0,5,29,53,53.0
2025-02-26,52,COLMENAR VIEJO,prophet_30,real,10.0,9,78,52,52.0
2025-02-27,45,COLMENAR VIEJO,prophet_30,real,10.0,12,151,45,45.0
2025-02-28,42,COLMENAR VIEJO,prophet_30,real,10.0,8,57,42,42.0
2025-03-01,68,COLMENAR VIEJO,prophet_30,predicción,13.0,13,169,81,66.0
2025-03-02,69,COLMENAR VIEJO,prophet_30,predicción,11.0,11,121,80,64.0
2025-03-03,65,COLMENAR VIEJO,prophet_30,predicción,7.0,7,49,72,67.0
2025-03-04,70,COLMENAR VIEJO,prophet_30,predicción,4.0,4,16,74,68.0
2025-03-05,65,COLMENAR VIEJO,prophet_30,predicción,5.0,5,25,70,69.0
2025-03-06,63,COLMENAR VIEJO,prophet_30,predicción,5.0,5,25,68,62.0
2025-03-07,61,COLMENAR VIEJO,prophet_30,predicción,2.0,2,4,63,64.0
2025-03-08,69,COLMENAR VIEJO,prophet_30,predicción,13.0,13,169,82,
2025-03-09,61,COLMENAR VIEJO,prophet_30,predicción,20.0,20,400,81,
2025-03-10,65,COLMENAR VIEJO,prophet_30,predicción,5.0,5,25,70,
2025-03-11,63,COLMENAR VIEJO,prophet_30,predicción,11.0,11,121,74,
2025-03-12,63,COLMENAR VIEJO,prophet_30,predicción,1.0,1,1,62,
2025-03-13,59,COLMENAR VIEJO,prophet_30,predicción,14.0,14,196,73,
2025-03-14,57,COLMENAR VIEJO,prophet_30,predicción,26.0,26,676,83,
2025-03-15,65,COLMENAR VIEJO,prophet_30,predicción,9.0,9,81,74,
2025-03-16,64,COLMENAR VIEJO,prophet_30,predicción,12.0,12,144,76,
2025-03-17,62,COLMENAR VIEJO,prophet_30,predicción,4.0,4,16,66,
2025-03-18,62,COLMENAR VIEJO,prophet_30,predicción,4.0,4,16,66,
2025-03-19,65,COLMENAR VIEJO,prophet_30,predicción,7.0,7,49,72,
2025-03-20,64,COLMENAR VIEJO,prophet_30,predicción,18.0,18,324,82,
2025-03-21,60,COLMENAR VIEJO,prophet_30,predicción,28.0,28,784,88,
2025-03-22,59,COLMENAR VIEJO,prophet_30,predicción,26.0,26,676,85,
2025-03-23,65,COLMENAR VIEJO,prophet_30,predicción,16.0,16,256,81,
2025-03-24,55,COLMENAR VIEJO,prophet_30,predicción,17.0,17,289,72,
2025-03-25,67,COLMENAR VIEJO,prophet_30,predicción,15.0,15,225,82,
2025-03-26,64,COLMENAR VIEJO,prophet_30,predicción,11.0,11,121,75,
2025-03-27,54,COLMENAR VIEJO,prophet_30,predicción,27.0,27,729,81,
2025-03-28,68,COLMENAR VIEJO,prophet_30,predicción,11.0,11,121,79,
2025-03-29,68,COLMENAR VIEJO,prophet_30,predicción,23.0,23,529,91,
2025-03-30,62,COLMENAR VIEJO,prophet_30,predicción,26.0,26,676,88,
2025-01-01,88,COSLADA,prophet_30,real,8.0,4,15,88,88.0
2025-01-02,82,COSLADA,prophet_30,real,8.0,6,33,82,82.0
2025-01-03,72,COSLADA,prophet_30,real,8.0,8,56,72,72.0
2025-01-04,86,COSLADA,prophet_30,real,8.0,3,7,86,86.0
2025-01-05,69,COSLADA,prophet_30,real,8.0,5,25,69,69.0
2025-01-06,35,COSLADA,prophet_30,real,8.0,2,2,35,35.0
2025-01-07,29,COSLADA,prophet_30,real,8.0,10,91,29,29.0
2025-01-08,32,COSLADA,prophet_30,real,8.0,4,15,32,32.0
2025-01-09,82,COSLADA,prophet_30,real,8.0,16,246,82,82.0
2025-01-10,39,COSLADA,prophet_30,real,8.0,7,50,39,39.0
2025-01-11,51,COSLADA,prophet_30,real,8.0,5,26,51,51.0
2025-01-12,42,COSLADA,prophet_30,real,8.0,6,34,42,42.0
2025-01-13,79,COSLADA,prophet_30,real,8.0,19,374,79,79.0
2025-01-14,95,COSLADA,prophet_30,real,8.0,0,0,95,95.0
2025-01-15,117,COSLADA,prophet_30,real,8.0,4,16,117,117.0
2025-01-16,94,COSLADA,prophet_30,real,8.0,8,70,94,94.0
2025-01-17,46,COSLADA,prophet_30,real,8.0,6,34,46,46.0
2025-01-18,63,COSLADA,prophet_30,real,8.0,1,2,63,63.0
2025-01-19,51,COSLADA,prophet_30,real,8.0,9,81,51,51.0
2025-01-20,43,COSLADA,prophet_30,real,8.0,5,20,43,43.0
2025-01-21,86,COSLADA,prophet_30,real,8.0,11,121,86,86.0
2025-01-22,34,COSLADA,prophet_30,real,8.0,9,85,34,34.0
2025-01-23,61,COSLADA,prophet_30,real,8.0,2,6,61,61.0
2025-01-24,28,COSLADA,prophet_30,real,8.0,11,128,28,28.0
2025-01-25,27,COSLADA,prophet_30,real,8.0,2,5,27,27.0
2025-01-26,29,COSLADA,prophet_30,real,8.0,9,78,29,29.0
2025-01-27,32,COSLADA,prophet_30,real,8.0,3,11,32,32.0
2025-01-28,82,COSLADA,prophet_30,real,8.0,15,232,82,82.0
2025-01-29,36,COSLADA,prophet_30,real,8.0,4,12,36,36.0
2025-01-30,41,COSLADA,prophet_30,real,8.0,5,30,41,41.0
2025-01-31,60,COSLADA,prophet_30,real,8.0,3,9,60,60.0
2025-02-01,50,COSLADA,prophet_30,real,8.0,7,52,50,50.0
2025-02-02,37,COSLADA,prophet_30,real,8.0,1,1,37,37.0
2025-02-03,146,COSLADA,prophet_30,real,8.0,18,313,146,146.0
2025-02-04,77,COSLADA,prophet_30,real,8.0,6,36,77,77.0
2025-02-05,84,COSLADA,prophet_30,real,8.0,6,37,84,84.0
2025-02-06,85,COSLADA,prophet_30,real,8.0,4,15,85,85.0
2025-02-07,81,COSLADA,prophet_30,real,8.0,20,403,81,81.0
2025-02-08,80,COSLADA,prophet_30,real,8.0,14,207,80,80.0
2025-02-09,63,COSLADA,prophet_30,real,8.0,0,0,63,63.0
2025-02-10,77,COSLADA,prophet_30,real,8.0,4,14,77,77.0
2025-02-11,80,COSLADA,prophet_30,real,8.0,3,10,80,80.0
2025-02-12,69,COSLADA,prophet_30,real,8.0,8,65,69,69.0
2025-02-13,69,COSLADA,prophet_30,real,8.0,1,1,69,69.0
2025-02-14,84,COSLADA,prophet_30,real,8.0,0,0,84,84.0
2025-02-15,75,COSLADA,prophet_30,real,8.0,8,58,75,75.0
2025-02-16,47,COSLADA,prophet_30,real,8.0,8,64,47,47.0
2025-02-17,83,COSLADA,prophet_30,real,8.0,1,2,83,83.0
2025-02-18,72,COSLADA,prophet_30,real,8.0,3,9,72,72.0
2025-02-19,73,COSLADA,prophet_30,real,8.0,2,5,73,73.0
2025-02-20,63,COSLADA,prophet_30,real,8.0,4,14,63,63.0
2025-02-21,51,COSLADA,prophet_30,real,8.0,11,111,51,51.0
2025-02-22,39,COSLADA,prophet_30,real,8.0,7,53,39,39.0
2025-02-23,42,COSLADA,prophet_30,real,8.0,8,61,42,42.0
2025-02-24,46,COSLADA,prophet_30,real,8.0,5,28,46,46.0
2025-02-25,31,COSLADA,prophet_30,real,8.0,5,24,31,31.0
2025-02-26,52,COSLADA,prophet_30,real,8.0,3,9,52,52.0
2025-02-27,76,COSLADA,prophet_30,real,8.0,10,107,76,76.0
2025-02-28,107,COSLADA,prophet_30,real,8.0,6,42,107,107.0
2025-03-01,61,COSLADA,prophet_30,predicción,6.0,6,36,55,63.0
2025-03-02,59,COSLADA,prophet_30,predicción,5.0,5,25,54,64.0
2025-03-03,61,COSLADA,prophet_30,predicción,22.0,22,484,39,61.0
2025-03-04,53,COSLADA,prophet_30,predicción,8.0,8,64,45,54.0
2025-03-05,61,COSLADA,prophet_30,predicción,8.0,8,64,53,53.0
2025-03-06,59,COSLADA,prophet_30,predicción,11.0,11,121,48,57.0
2025-03-07,56,COSLADA,prophet_30,predicción,15.0,15,225,41,58.0
2025-03-08,62,COSLADA,prophet_30,predicción,7.0,7,49,69,
2025-03-09,60,COSLADA,prophet_30,predicción,3.0,3,9,63,
2025-03-10,58,COSLADA,prophet_30,predicción,9.0,9,81,49,
2025-03-11,60,COSLADA,prophet_30,predicción,15.0,15,225,45,
2025-03-12,59,COSLADA,prophet_30,predicción,11.0,11,121,48,
2025-03-13,62,COSLADA,prophet_30,predicción,12.0,12,144,50,
2025-03-14,56,COSLADA,prophet_30,predicción,10.0,10,100,66,
2025-03-15,65,COSLADA,prophet_30,predicción,18.0,18,324,47,
2025-03-16,58,COSLADA,prophet_30,predicción,1.0,1,1,59,
2025-03-17,63,COSLADA,prophet_30,predicción,20.0,20,400,43,
2025-03-18,58,COSLADA,prophet_30,predicción,8.0,8,64,50,
2025-03-19,59,COSLADA,prophet_30,predicción,7.0,7,49,66,
2025-03-20,58,COSLADA,prophet_30,predicción,7.0,7,49,65,
2025-03-21,55,COSLADA,prophet_30,predicción,17.0,17,289,72,
2025-03-22,62,COSLADA,prophet_30,predicción,9.0,9,81,71,
2025-03-23,58,COSLADA,prophet_30,predicción,0.0,0,0,58,
2025-03-24,62,COSLADA,prophet_30,predicción,4.0,4,16,66,
2025-03-25,60,COSLADA,prophet_30,predicción,14.0,14,196,46,
2025-03-26,62,COSLADA,prophet_30,predicción,12.0,12,144,50,
2025-03-27,62,COSLADA,prophet_30,predicción,8.0,8,64,54,
2025-03-28,63,COSLADA,prophet_30,predicción,12.0,12,144,51,
2025-03-29,63,COSLADA,prophet_30,predicción,2.0,2,4,61,
2025-03-30,68,COSLADA,prophet_30,predicción,8.0,8,64,60,
2025-01-01,128,FUENLABRADA,prophet_30,real,10.0,5,25,128,128.0
2025-01-02,82,FUENLABRADA,prophet_30,real,10.0,5,30,82,82.0
2025-01-03,78,FUENLABRADA,prophet_30,real,10.0,6,35,78,78.0
2025-01-04,76,FUENLABRADA,prophet_30,real,10.0,12,137,76,76.0
2025-01-05,87,FUENLABRADA,prophet_30,real,10.0,6,42,87,87.0
2025-01-06,31,FUENLABRADA,prophet_30,real,10.0,13,166,31,31.0
2025-01-07,30,FUENLABRADA,prophet_30,real,10.0,5,21,30,30.0
2025-01-08,86,FUENLABRADA,prophet_30,real,10.0,12,155,86,86.0
2025-01-09,37,FUENLABRADA,prophet_30,real,10.0,11,127,37,37.0
2025-01-10,32,FUENLABRADA,prophet_30,real,10.0,6,38,32,32.0
2025-01-11,29,FUENLABRADA,prophet_30,real,10.0,11,122,29,29.0
2025-01-12,81,FUENLABRADA,prophet_30,real,10.0,24,554,81,81.0
2025-01-13,56,FUENLABRADA,prophet_30,real,10.0,7,52,56,56.0
2025-01-14,43,FUENLABRADA,prophet_30,real,10.0,4,18,43,43.0
2025-01-15,89,FUENLABRADA,prophet_30,real,10.0,7,56,89,89.0
2025-01-16,82,FUENLABRADA,prophet_30,real,10.0,4,17,82,82.0
2025-01-17,50,FUENLABRADA,prophet_30,real,10.0,1,1,50,50.0
2025-01-18,67,FUENLABRADA,prophet_30,real,10.0,6,32,67,67.0
2025-01-19,77,FUENLABRADA,prophet_30,real,10.0,8,71,77,77.0
2025-01-20,47,FUENLABRADA,prophet_30,real,10.0,10,104,47,47.0
2025-01-21,50,FUENLABRADA,prophet_30,real,10.0,5,28,50,50.0
2025-01-22,31,FUENLABRADA,prophet_30,real,10.0,11,115,31,31.0
2025-01-23,81,FUENLABRADA,prophet_30,real,10.0,7,46,81,81.0
2025-01-24,31,FUENLABRADA,prophet_30,real,10.0,12,145,31,31.0
2025-01-25,29,FUENLABRADA,prophet_30,real,10.0,12,133,29,29.0
2025-01-26,27,FUENLABRADA,prophet_30,real,10.0,13,172,27,27.0
2025-01-27,78,FUENLABRADA,prophet_30,real,10.0,22,504,78,78.0
2025-01-28,51,FUENLABRADA,prophet_30,real,10.0,6,32,51,51.0
2025-01-29,29,FUENLABRADA,prophet_30,real,10.0,7,54,29,29.0
2025-01-30,84,FUENLABRADA,prophet_30,real,10.0,21,454,84,84.0
2025-01-31,82,FUENLABRADA,prophet_30,real,10.0,10,99,82,82.0
2025-02-01,47,FUENLABRADA,prophet_30,real,10.0,6,36,47,47.0
2025-02-02,85,FUENLABRADA,prophet_30,real,10.0,15,238,85,85.0
2025-02-03,77,FUENLABRADA,prophet_30,real,10.0,15,228,77,77.0
2025-02-04,38,FUENLABRADA,prophet_30,real,10.0,5,28,38,38.0
2025-02-05,80,FUENLABRADA,prophet_30,real,10.0,7,46,80,80.0
2025-02-06,76,FUENLABRADA,prophet_30,real,10.0,6,38,76,76.0
2025-02-07,39,FUENLABRADA,prophet_30,real,10.0,8,62,39,39.0
2025-02-08,51,FUENLABRADA,prophet_30,real,10.0,0,0,51,51.0
2025-02-09,93,FUENLABRADA,prophet_30,real,10.0,6,41,93,93.0
2025-02-10,82,FUENLABRADA,prophet_30,real,10.0,4,14,82,82.0
2025-02-11,80,FUENLABRADA,prophet_30,real,10.0,5,28,80,80.0
2025-02-12,34,FUENLABRADA,prophet_30,real,10.0,2,6,34,34.0
2025-02-13,69,FUENLABRADA,prophet_30,real,10.0,0,0,69,69.0
2025-02-14,78,FUENLABRADA,prophet_30,real,10.0,5,25,78,78.0
2025-02-15,50,FUENLABRADA,prophet_30,real,10.0,12,139,50,50.0
2025-02-16,69,FUENLABRADA,prophet_30,real,10.0,6,40,69,69.0
2025-02-17,49,FUENLABRADA,prophet_30,real,10.0,14,198,49,49.0
2025-02-18,77,FUENLABRADA,prophet_30,real,10.0,3,6,77,77.0
2025-02-19,62,FUENLABRADA,prophet_30,real,10.0,3,8,62,62.0
2025-02-20,83,FUENLABRADA,prophet_30,real,10.0,7,45,83,83.0
2025-02-21,77,FUENLABRADA,prophet_30,real,10.0,4,19,77,77.0
2025-02-22,39,FUENLABRADA,prophet_30,real,10.0,11,129,39,39.0
2025-02-23,39,FUENLABRADA,prophet_30,real,10.0,10,109,39,39.0
2025-02-24,51,FUENLABRADA,prophet_30,real,10.0,12,142,51,51.0
2025-02-25,31,FUENLABRADA,prophet_30,real,10.0,5,29,31,31.0
2025-02-26,52,FUENLABRADA,prophet_30,real,10.0,7,54,52,52.0
2025-02-27,51,FUENLABRADA,prophet_30,real,10.0,12,147,51,51.0
2025-02-28,47,FUENLABRADA,prophet_30,real,10.0,6,41,47,47.0
2025-03-01,59,FUENLABRADA,prophet_30,predicción,4.0,4,16,55,65.0
2025-03-02,63,FUENLABRADA,prophet_30,predicción,12.0,12,144,51,57.0
2025-03-03,61,FUENLABRADA,prophet_30,predicción,16.0,16,256,45,66.0
2025-03-04,65,FUENLABRADA,prophet_30,predicción,23.0,23,529,42,59.0
2025-03-05,64,FUENLABRADA,prophet_30,predicción,15.0,15,225,49,65.0
2025-03-06,61,FUENLABRADA,prophet_30,predicción,17.0,17,289,44,63.0
2025-03-07,57,FUENLABRADA,prophet_30,predicción,2.0,2,4,55,58.0
2025-03-08,62,FUENLABRADA,prophet_30,predicción,11.0,11,121,73,
2025-03-09,67,FUENLABRADA,prophet_30,predicción,0.0,0,0,67,
2025-03-10,66,FUENLABRADA,prophet_30,predicción,10.0,10,100,56,
2025-03-11,58,FUENLABRADA,prophet_30,predicción,4.0,4,16,62,
2025-03-12,62,FUENLABRADA,prophet_30,predicción,1.0,1,1,61,
2025-03-13,60,FUENLABRADA,prophet_30,predicción,10.0,10,100,50,
2025-03-14,58,FUENLABRADA,prophet_30,predicción,8.0,8,64,66,
2025-03-15,58,FUENLABRADA,prophet_30,predicción,2.0,2,4,56,
2025-03-16,63,FUENLABRADA,prophet_30,predicción,1.0,1,1,64,
2025-03-17,62,FUENLABRADA,prophet_30,predicción,14.0,14,196,48,
2025-03-18,58,FUENLABRADA,prophet_30,predicción,4.0,4,16,54,
2025-03-19,58,FUENLABRADA,prophet_30,predicción,9.0,9,81,67,
2025-03-20,56,FUENLABRADA,prophet_30,predicción,18.0,18,324,74,
2025-03-21,58,FUENLABRADA,prophet_30,predicción,18.0,18,324,76,
2025-03-22,58,FUENLABRADA,prophet_30,predicción,16.0,16,256,74,
2025-03-23,64,FUENLABRADA,prophet_30,predicción,2.0,2,4,66,
2025-03-24,61,FUENLABRADA,prophet_30,predicción,5.0,5,25,66,
2025-03-25,59,FUENLABRADA,prophet_30,predicción,6.0,6,36,53,
2025-03-26,64,FUENLABRADA,prophet_30,predicción,6.0,6,36,58,
2025-03-27,54,FUENLABRADA,prophet_30,predicción,2.0,2,4,56,
2025-03-28,60,FUENLABRADA,prophet_30,predicción,8.0,8,64,52,
2025-03-29,56,FUENLABRADA,prophet_30,predicción,10.0,10,100,66,
2025-03-30,65,FUENLABRADA,prophet_30,predicción,1.0,1,1,66,
2025-01-01,97,GETAFE,prophet_30,real,9.0,7,44,97,97.0
2025-01-02,67,GETAFE,prophet_30,real,9.0,2,5,67,67.0
2025-01-03,61,GETAFE,prophet_30,real,9.0,2,4,61,61.0
2025-01-04,42,GETAFE,prophet_30,real,9.0,8,71,42,42.0
2025-01-05,50,GETAFE,prophet_30,real,9.0,4,20,50,50.0
2025-01-06,32,GETAFE,prophet_30,real,9.0,0,0,32,32.0
2025-01-07,30,GETAFE,prophet_30,real,9.0,5,25,30,30.0
2025-01-08,30,GETAFE,prophet_30,real,9.0,2,5,30,30.0
2025-01-09,32,GETAFE,prophet_30,real,9.0,0,0,32,32.0
2025-01-10,23,GETAFE,prophet_30,real,9.0,9,75,23,23.0
2025-01-11,39,GETAFE,prophet_30,real,9.0,7,45,39,39.0
2025-01-12,34,GETAFE,prophet_30,real,9.0,7,44,34,34.0
2025-01-13,83,GETAFE,prophet_30,real,9.0,0,0,83,83.0
2025-01-14,56,GETAFE,prophet_30,real,9.0,1,1,56,56.0
2025-01-15,82,GETAFE,prophet_30,real,9.0,3,9,82,82.0
2025-01-16,86,GETAFE,prophet_30,real,9.0,1,0,86,86.0
2025-01-17,43,GETAFE,prophet_30,real,9.0,5,22,43,43.0
2025-01-18,78,GETAFE,prophet_30,real,9.0,3,12,78,78.0
2025-01-19,72,GETAFE,prophet_30,real,9.0,8,64,72,72.0
2025-01-20,37,GETAFE,prophet_30,real,9.0,8,57,37,37.0
2025-01-21,47,GETAFE,prophet_30,real,9.0,2,2,47,47.0
2025-01-22,31,GETAFE,prophet_30,real,9.0,5,27,31,31.0
2025-01-23,47,GETAFE,prophet_30,real,9.0,1,1,47,47.0
2025-01-24,26,GETAFE,prophet_30,real,9.0,13,178,26,26.0
2025-01-25,26,GETAFE,prophet_30,real,9.0,4,14,26,26.0
2025-01-26,23,GETAFE,prophet_30,real,9.0,10,108,23,23.0
2025-01-27,34,GETAFE,prophet_30,real,9.0,4,17,34,34.0
2025-01-28,51,GETAFE,prophet_30,real,9.0,17,291,51,51.0
2025-01-29,35,GETAFE,prophet_30,real,9.0,5,25,35,35.0
2025-01-30,32,GETAFE,prophet_30,real,9.0,0,0,32,32.0
2025-01-31,55,GETAFE,prophet_30,real,9.0,1,0,55,55.0
2025-02-01,50,GETAFE,prophet_30,real,9.0,2,5,50,50.0
2025-02-02,33,GETAFE,prophet_30,real,9.0,8,64,33,33.0
2025-02-03,48,GETAFE,prophet_30,real,9.0,2,3,48,48.0
2025-02-04,54,GETAFE,prophet_30,real,9.0,2,5,54,54.0
2025-02-05,75,GETAFE,prophet_30,real,9.0,4,14,75,75.0
2025-02-06,76,GETAFE,prophet_30,real,9.0,14,191,76,76.0
2025-02-07,51,GETAFE,prophet_30,real,9.0,8,63,51,51.0
2025-02-08,31,GETAFE,prophet_30,real,9.0,9,78,31,31.0
2025-02-09,76,GETAFE,prophet_30,real,9.0,12,145,76,76.0
