fecha,municipio,ICA_real
2025-03-04,SAN SEBASTIÁN DE LOS REYES,58.25
2025-03-04,COLLADO VILLALBA,58.125
2025-03-19,LEGANÉS,58.125
2025-03-03,"ROZAS, LAS",58.041666666666664
2025-03-13,"ROZAS, LAS",57.958333333333336
2025-03-29,GETAFE,57.958333333333336
2025-03-05,COLLADO VILLALBA,57.875
2025-03-18,PARLA,57.869565217391305
2025-03-10,VILLA DEL PRADO,57.833333333333336
2025-03-13,VILLA DEL PRADO,57.833333333333336
2025-03-12,ALGETE,57.791666666666664
2025-03-06,"ROZAS, LAS",57.625
2025-03-09,SAN MARTÍN DE VALDEIGLESIAS,57.625
2025-03-11,SAN MARTÍN DE VALDEIGLESIAS,57.583333333333336
2025-03-26,VALDEMORO,57.57142857142857
2025-03-26,FUENLABRADA,57.541666666666664
2025-03-23,COSLADA,57.541666666666664
2025-03-13,SAN SEBASTIÁN DE LOS REYES,57.5
2025-03-16,COLLADO VILLALBA,57.458333333333336
2025-03-10,"ROZAS, LAS",57.421052631578945
2025-03-28,ARANJUEZ,57.416666666666664
2025-03-13,ALCALÁ DE HENARES,57.416666666666664
2025-03-07,VILLA DEL PRADO,57.375
2025-03-03,GUADALIX DE LA SIERRA,57.375
2025-03-28,ALCORCÓN,57.375
2025-03-13,RIVAS-VACIAMADRID,57.333333333333336
2025-03-07,VALDEMORO,57.291666666666664
2025-03-11,"ROZAS, LAS",57.208333333333336
2025-03-17,ALGETE,57.18181818181818
2025-03-15,VALDEMORO,57.166666666666664
2025-03-23,ALCALÁ DE HENARES,57.041666666666664
2025-03-01,ARANJUEZ,57.0
2025-03-01,VALDEMORO,56.875
2025-03-18,VALDEMORO,56.80952380952381
2025-03-03,COLLADO VILLALBA,56.708333333333336
2025-03-01,POZUELO DE ALARCÓN,56.666666666666664
2025-03-26,SAN MARTÍN DE VALDEIGLESIAS,56.625
2025-03-04,LEGANÉS,56.59090909090909
2025-03-04,MAJADAHONDA,56.583333333333336
2025-03-06,ARGANDA DEL REY,56.5
2025-03-27,ALCALÁ DE HENARES,56.416666666666664
2025-03-06,VILLA DEL PRADO,56.40909090909091
2025-03-27,MÓSTOLES,56.375
2025-03-05,"ROZAS, LAS",56.333333333333336
2025-03-26,ALCORCÓN,56.25
2025-03-15,FUENLABRADA,56.25
2025-03-17,ARANJUEZ,56.208333333333336
2025-03-01,SAN SEBASTIÁN DE LOS REYES,56.125
2025-03-07,ALCORCÓN,56.0
2025-03-26,ALCOBENDAS,55.90909090909091
2025-03-06,VALDEMORO,55.791666666666664
2025-03-28,ALCALÁ DE HENARES,55.791666666666664
2025-03-10,FUENLABRADA,55.791666666666664
2025-03-27,COLLADO VILLALBA,55.77272727272727
2025-03-07,TORREJÓN DE ARDOZ,55.75
2025-03-17,MAJADAHONDA,55.75
2025-03-07,COLLADO VILLALBA,55.72727272727273
2025-03-12,ALCORCÓN,55.625
2025-03-17,GETAFE,55.583333333333336
2025-03-27,FUENLABRADA,55.583333333333336
2025-03-15,ALCORCÓN,55.583333333333336
2025-03-25,RIVAS-VACIAMADRID,55.5
2025-03-01,ALCORCÓN,55.333333333333336
2025-03-01,PARLA,55.291666666666664
2025-03-30,LEGANÉS,55.291666666666664
2025-03-28,SAN SEBASTIÁN DE LOS REYES,55.208333333333336
2025-03-02,VALDEMORO,55.166666666666664
2025-03-04,GUADALIX DE LA SIERRA,55.125
2025-03-06,SAN SEBASTIÁN DE LOS REYES,55.083333333333336
2025-03-07,FUENLABRADA,55.041666666666664
2025-03-02,POZUELO DE ALARCÓN,55.0
2025-03-26,COLLADO VILLALBA,55.0
2025-03-05,VILLA DEL PRADO,54.916666666666664
2025-03-10,GETAFE,54.916666666666664
2025-03-01,FUENLABRADA,54.875
2025-03-27,VALDEMORO,54.875
2025-03-15,ALCOBENDAS,54.833333333333336
2025-03-15,MAJADAHONDA,54.708333333333336
2025-03-28,VALDEMORO,54.666666666666664
2025-03-26,ARANJUEZ,54.65
2025-03-01,COSLADA,54.625
2025-03-19,POZUELO DE ALARCÓN,54.59090909090909
2025-03-11,ALCOBENDAS,54.583333333333336
2025-03-06,RIVAS-VACIAMADRID,54.5
2025-03-27,COSLADA,54.43478260869565
2025-03-18,FUENLABRADA,54.416666666666664
2025-03-16,ALCALÁ DE HENARES,54.416666666666664
2025-03-01,SAN MARTÍN DE VALDEIGLESIAS,54.416666666666664
2025-03-11,RIVAS-VACIAMADRID,54.40909090909091
2025-03-17,"ROZAS, LAS",54.208333333333336
2025-03-12,ARANJUEZ,54.166666666666664
2025-03-02,COSLADA,54.125
2025-03-13,MAJADAHONDA,53.958333333333336
2025-03-11,GETAFE,53.904761904761905
2025-03-10,ALCOBENDAS,53.875
2025-03-05,LEGANÉS,53.875
2025-03-02,PARLA,53.875
2025-03-04,ALCOBENDAS,53.875
2025-03-03,ARANJUEZ,53.85
2025-03-18,COLLADO VILLALBA,53.833333333333336
2025-03-28,MÓSTOLES,53.8
2025-03-01,GETAFE,53.791666666666664
2025-03-27,ALCORCÓN,53.75
2025-03-03,VILLA DEL PRADO,53.708333333333336
2025-03-06,TORREJÓN DE ARDOZ,53.708333333333336
2025-03-25,ALCORCÓN,53.625
2025-03-27,"ROZAS, LAS",53.541666666666664
2025-03-06,MAJADAHONDA,53.458333333333336
2025-03-10,SAN SEBASTIÁN DE LOS REYES,53.43478260869565
2025-03-05,COSLADA,53.375
2025-03-02,ARANJUEZ,53.375
2025-03-25,FUENLABRADA,53.25
2025-03-09,POZUELO DE ALARCÓN,53.166666666666664
2025-03-18,MAJADAHONDA,53.166666666666664
2025-03-18,SAN SEBASTIÁN DE LOS REYES,53.166666666666664
2025-03-01,LEGANÉS,53.083333333333336
2025-03-05,GUADALIX DE LA SIERRA,53.04545454545455
2025-03-24,RIVAS-VACIAMADRID,53.041666666666664
2025-03-03,SAN SEBASTIÁN DE LOS REYES,53.0
2025-03-15,LEGANÉS,52.958333333333336
2025-03-02,GETAFE,52.958333333333336
2025-03-11,SAN SEBASTIÁN DE LOS REYES,52.916666666666664
2025-03-10,SAN MARTÍN DE VALDEIGLESIAS,52.75
2025-03-15,SAN MARTÍN DE VALDEIGLESIAS,52.583333333333336
2025-03-16,SAN SEBASTIÁN DE LOS REYES,52.5
2025-03-26,PARLA,52.416666666666664
2025-03-12,COLLADO VILLALBA,52.333333333333336
2025-03-17,VILLA DEL PRADO,52.26086956521739
2025-03-25,VALDEMORO,52.208333333333336
2025-03-15,TORREJÓN DE ARDOZ,52.166666666666664
2025-03-28,PARLA,52.166666666666664
2025-03-13,VALDEMORO,52.125
2025-03-07,RIVAS-VACIAMADRID,52.083333333333336
2025-03-02,ALCORCÓN,52.041666666666664
2025-03-05,ARANJUEZ,52.041666666666664
2025-03-12,"ROZAS, LAS",52.0
2025-03-28,FUENLABRADA,51.916666666666664
2025-03-05,SAN SEBASTIÁN DE LOS REYES,51.833333333333336
2025-03-15,PARLA,51.791666666666664
2025-03-02,ALCALÁ DE HENARES,51.75
2025-03-03,MAJADAHONDA,51.72727272727273
2025-03-03,LEGANÉS,51.625
2025-03-02,SAN MARTÍN DE VALDEIGLESIAS,51.583333333333336
2025-03-19,SAN MARTÍN DE VALDEIGLESIAS,51.458333333333336
2025-03-02,FUENLABRADA,51.416666666666664
2025-03-29,POZUELO DE ALARCÓN,51.291666666666664
2025-03-27,LEGANÉS,51.208333333333336
2025-03-13,ARANJUEZ,51.208333333333336
2025-03-18,ALCORCÓN,51.166666666666664
2025-03-24,ALCOBENDAS,51.166666666666664
2025-03-11,TORREJÓN DE ARDOZ,51.142857142857146
2025-03-13,ALCORCÓN,51.125
2025-03-01,ALCALÁ DE HENARES,51.041666666666664
2025-03-13,PARLA,51.0
2025-03-12,LEGANÉS,50.958333333333336
2025-03-15,RIVAS-VACIAMADRID,50.916666666666664
2025-03-18,"ROZAS, LAS",50.916666666666664
2025-03-06,ALCOBENDAS,50.875
2025-03-28,GETAFE,50.875
2025-03-27,SAN SEBASTIÁN DE LOS REYES,50.833333333333336
2025-03-27,PARLA,50.791666666666664
2025-03-06,ALCALÁ DE HENARES,50.75
2025-03-03,ARGANDA DEL REY,50.708333333333336
2025-03-17,LEGANÉS,50.68181818181818
2025-03-05,MAJADAHONDA,50.666666666666664
2025-03-28,COSLADA,50.666666666666664
2025-03-06,COLLADO VILLALBA,50.583333333333336
2025-03-10,LEGANÉS,50.54545454545455
2025-03-02,LEGANÉS,50.541666666666664
2025-03-11,LEGANÉS,50.541666666666664
2025-03-25,PARLA,50.416666666666664
2025-03-07,MAJADAHONDA,50.291666666666664
2025-03-30,POZUELO DE ALARCÓN,50.26086956521739
2025-03-26,LEGANÉS,50.166666666666664
2025-03-12,GETAFE,50.125
2025-03-17,GUADALIX DE LA SIERRA,50.041666666666664
2025-03-15,GETAFE,50.041666666666664
2025-03-13,FUENLABRADA,49.958333333333336
2025-03-18,COSLADA,49.916666666666664
2025-03-26,COSLADA,49.875
2025-03-13,COSLADA,49.791666666666664
2025-03-07,ALCALÁ DE HENARES,49.666666666666664
2025-03-12,SAN MARTÍN DE VALDEIGLESIAS,49.625
2025-03-16,POZUELO DE ALARCÓN,49.625
2025-03-07,"ROZAS, LAS",49.541666666666664
2025-03-10,COSLADA,49.38095238095238
2025-03-25,ARANJUEZ,49.375
2025-03-25,SAN SEBASTIÁN DE LOS REYES,49.375
2025-03-11,ALCALÁ DE HENARES,49.25
2025-03-16,SAN MARTÍN DE VALDEIGLESIAS,49.208333333333336
2025-03-13,GETAFE,49.083333333333336
2025-03-18,SAN MARTÍN DE VALDEIGLESIAS,48.91304347826087
2025-03-05,ARGANDA DEL REY,48.904761904761905
2025-03-26,SAN SEBASTIÁN DE LOS REYES,48.833333333333336
2025-03-05,FUENLABRADA,48.76470588235294
2025-03-17,ALCOBENDAS,48.666666666666664
2025-03-13,COLLADO VILLALBA,48.625
2025-03-13,LEGANÉS,48.625
2025-03-26,ALCALÁ DE HENARES,48.625
2025-03-05,MÓSTOLES,48.5
2025-03-04,MÓSTOLES,48.5
2025-03-12,COSLADA,48.416666666666664
2025-03-15,"ROZAS, LAS",48.375
2025-03-03,RIVAS-VACIAMADRID,48.25
2025-03-06,COSLADA,48.0
2025-03-13,POZUELO DE ALARCÓN,47.86363636363637
2025-03-06,SAN MARTÍN DE VALDEIGLESIAS,47.833333333333336
2025-03-07,SAN MARTÍN DE VALDEIGLESIAS,47.791666666666664
2025-03-06,MÓSTOLES,47.78947368421053
2025-03-17,FUENLABRADA,47.708333333333336
2025-03-10,POZUELO DE ALARCÓN,47.708333333333336
2025-03-25,GETAFE,47.7
2025-03-04,TORREJÓN DE ARDOZ,47.583333333333336
2025-03-04,ALCORCÓN,47.23809523809524
2025-03-03,ALCOBENDAS,47.0
2025-03-15,COSLADA,46.958333333333336
2025-03-04,VALDEMORO,46.708333333333336
2025-03-18,ALCOBENDAS,46.708333333333336
2025-03-18,GETAFE,46.68181818181818
2025-03-13,SAN MARTÍN DE VALDEIGLESIAS,46.608695652173914
2025-03-17,COLLADO VILLALBA,46.416666666666664
2025-03-06,PARLA,46.166666666666664
2025-03-04,ARGANDA DEL REY,46.0
2025-03-25,COSLADA,45.791666666666664
2025-03-03,SAN MARTÍN DE VALDEIGLESIAS,45.708333333333336
2025-03-05,ALCOBENDAS,45.666666666666664
2025-03-11,POZUELO DE ALARCÓN,45.583333333333336
2025-03-17,SAN SEBASTIÁN DE LOS REYES,45.54545454545455
2025-03-03,TORREJÓN DE ARDOZ,45.5
2025-03-15,ALCALÁ DE HENARES,45.416666666666664
2025-03-03,FUENLABRADA,45.208333333333336
2025-03-04,COSLADA,45.208333333333336
2025-03-05,TORREJÓN DE ARDOZ,45.083333333333336
2025-03-28,POZUELO DE ALARCÓN,44.916666666666664
2025-03-11,COSLADA,44.791666666666664
2025-03-15,SAN SEBASTIÁN DE LOS REYES,44.75
2025-03-05,PARLA,44.708333333333336
2025-03-25,LEGANÉS,44.666666666666664
2025-03-24,TORREJÓN DE ARDOZ,44.583333333333336
2025-03-25,ALCALÁ DE HENARES,44.583333333333336
2025-03-18,LEGANÉS,44.458333333333336
2025-03-07,ALCOBENDAS,44.36842105263158
2025-03-05,RIVAS-VACIAMADRID,44.22727272727273
2025-03-07,GETAFE,44.208333333333336
2025-03-04,RIVAS-VACIAMADRID,44.095238095238095
2025-03-24,ALCALÁ DE HENARES,44.04545454545455
2025-03-06,FUENLABRADA,43.958333333333336
2025-03-06,ALCORCÓN,43.875
2025-03-12,ALCOBENDAS,43.791666666666664
2025-03-07,LEGANÉS,43.708333333333336
2025-03-04,SAN MARTÍN DE VALDEIGLESIAS,43.583333333333336
2025-03-17,COSLADA,43.416666666666664
2025-03-12,SAN SEBASTIÁN DE LOS REYES,43.0
2025-03-04,POZUELO DE ALARCÓN,42.875
2025-03-04,GETAFE,42.875
2025-03-05,VALDEMORO,42.541666666666664
2025-03-04,FUENLABRADA,42.5
2025-03-05,ALCORCÓN,42.208333333333336
2025-03-17,TORREJÓN DE ARDOZ,42.0
2025-03-18,POZUELO DE ALARCÓN,41.958333333333336
2025-03-03,PARLA,41.916666666666664
2025-03-07,SAN SEBASTIÁN DE LOS REYES,41.75
2025-03-17,PARLA,41.666666666666664
2025-03-15,COLLADO VILLALBA,41.583333333333336
2025-03-17,POZUELO DE ALARCÓN,41.541666666666664
2025-03-12,POZUELO DE ALARCÓN,41.5
2025-03-12,ALCALÁ DE HENARES,41.375
2025-03-17,MÓSTOLES,41.375
2025-03-07,COSLADA,41.25
2025-03-12,RIVAS-VACIAMADRID,41.095238095238095
2025-03-04,PARLA,41.05263157894737
2025-03-17,ARGANDA DEL REY,40.791666666666664
2025-03-24,SAN SEBASTIÁN DE LOS REYES,40.72727272727273
2025-03-03,VALDEMORO,40.59090909090909
2025-03-17,RIVAS-VACIAMADRID,40.375
2025-03-06,GETAFE,40.333333333333336
2025-03-12,TORREJÓN DE ARDOZ,40.208333333333336
2025-03-05,GETAFE,40.125
2025-03-03,MÓSTOLES,40.0
2025-03-17,ALCORCÓN,39.68181818181818
2025-03-17,SAN MARTÍN DE VALDEIGLESIAS,39.041666666666664
2025-03-03,POZUELO DE ALARCÓN,38.69565217391305
2025-03-03,COSLADA,38.666666666666664
2025-03-26,POZUELO DE ALARCÓN,38.52173913043478
2025-03-03,GETAFE,38.4
2025-03-25,POZUELO DE ALARCÓN,38.166666666666664
2025-03-03,ALCORCÓN,38.041666666666664
2025-03-05,ALCALÁ DE HENARES,37.041666666666664
2025-03-27,POZUELO DE ALARCÓN,36.958333333333336
2025-03-04,ALCALÁ DE HENARES,36.958333333333336
2025-03-06,POZUELO DE ALARCÓN,36.791666666666664
2025-03-05,SAN MARTÍN DE VALDEIGLESIAS,36.35
2025-03-05,POZUELO DE ALARCÓN,35.833333333333336
2025-03-17,ALCALÁ DE HENARES,35.285714285714285
2025-03-03,ALCALÁ DE HENARES,34.81818181818182
2025-03-07,POZUELO DE ALARCÓN,34.708333333333336
2025-03-17,VALDEMORO,34.5
2025-03-15,POZUELO DE ALARCÓN,34.25
